name,state,Class_name,Shape_Area
Lower Subansiri,Arunachal Pradesh,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",3557165.982
Lower Subansiri,Arunachal Pradesh,NoChange,1273626402
Lower Subansiri,Arunachal Pradesh,Other,642015184.3
Kamle,Arunachal Pradesh,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",540455.3412
Kamle,Arunachal Pradesh,NoChange,1333294582
Kamle,Arunachal Pradesh,Other,446478584.6
Sivasagar,Assam,"Grassland,Scrub,orShrub->ArtificialSurfaceorUrbanArea",107294.21
Sivasagar,Assam,MostlyCropland->ArtificialSurfaceorUrbanArea,107299.463
Sivasagar,Assam,NoChange,1278252518
Sivasagar,Assam,Other,710257883.9
Charaideo,Assam,NoChange,806412792
Charaideo,Assam,Other,547783366.5
Dhemaji,Assam,"Barearea->Grassland,Scrub,orShrub",648368.1436
Dhemaji,Assam,"Grassland,Scrub,orShrub->SurfaceWater",218707.4251
Dhemaji,Assam,NoChange,2410300195
Dhemaji,Assam,Other,832090718.7
Dibrugarh,Assam,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",537546.8722
Dibrugarh,Assam,NoChange,2977895636
Dibrugarh,Assam,Other,1343507425
Upper Subansiri,Arunachal Pradesh,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",1299313.086
Upper Subansiri,Arunachal Pradesh,MostlyNeedleleaf/EvergreenForest->MostlyCropland,216550.8245
Upper Subansiri,Arunachal Pradesh,NoChange,3519421185
Upper Subansiri,Arunachal Pradesh,Other,4865362357
West Siang,Arunachal Pradesh,MostlyNeedleleaf/EvergreenForest->ArtificialSurfaceorUrbanArea,216915.0207
West Siang,Arunachal Pradesh,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",4171372.846
West Siang,Arunachal Pradesh,MostlyNeedleleaf/EvergreenForest->MostlyCropland,883907.0376
West Siang,Arunachal Pradesh,NoChange,1210163737
West Siang,Arunachal Pradesh,Other,507045317
Leparada,Arunachal Pradesh,MostlyNeedleleaf/EvergreenForest->ArtificialSurfaceorUrbanArea,108230.8051
Leparada,Arunachal Pradesh,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",865335.4536
Leparada,Arunachal Pradesh,MostlyNeedleleaf/EvergreenForest->MostlyCropland,649004.4004
Leparada,Arunachal Pradesh,NoChange,723165816.7
Leparada,Arunachal Pradesh,Other,274804385.3
Siang,Arunachal Pradesh,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",1144419.269
Siang,Arunachal Pradesh,MostlyNeedleleaf/EvergreenForest->MostlyCropland,92075.75071
Siang,Arunachal Pradesh,NoChange,2932046626
Siang,Arunachal Pradesh,Other,1467092706
Lower Siang,Arunachal Pradesh,NoChange,1861972075
Lower Siang,Arunachal Pradesh,Other,463840572
Kra Daadi,Arunachal Pradesh,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",432459.9459
Kra Daadi,Arunachal Pradesh,NoChange,1626323643
Kra Daadi,Arunachal Pradesh,Other,1199292814
Tirap,Arunachal Pradesh,MostlyCropland->MostlyNeedleleaf/EvergreenForest,3331418.559
Tirap,Arunachal Pradesh,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",536463.0842
Tirap,Arunachal Pradesh,NoChange,817248154.3
Tirap,Arunachal Pradesh,Other,566574714
Tinsukia,Assam,"Grassland,Scrub,orShrub->ArtificialSurfaceorUrbanArea",107693.0083
Tinsukia,Assam,"Grassland,Scrub,orShrub->SurfaceWater",105235.7482
Tinsukia,Assam,MostlyNeedleleaf/EvergreenForest->Barearea,215794.0025
Tinsukia,Assam,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",10656438.81
Tinsukia,Assam,MostlyNeedleleaf/EvergreenForest->MostlyCropland,15337347.55
Tinsukia,Assam,NoChange,3089857770
Tinsukia,Assam,Other,1751434571
Namsai,Arunachal Pradesh,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",7774484.539
Namsai,Arunachal Pradesh,MostlyNeedleleaf/EvergreenForest->MostlyCropland,2162134.234
Namsai,Arunachal Pradesh,NoChange,1314660509
Namsai,Arunachal Pradesh,Other,421711392.4
Changlang,Arunachal Pradesh,MostlyCropland->MostlyNeedleleaf/EvergreenForest,1938163.672
Changlang,Arunachal Pradesh,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",2908587.749
Changlang,Arunachal Pradesh,MostlyNeedleleaf/EvergreenForest->MostlyCropland,1508944.817
Changlang,Arunachal Pradesh,NoChange,4441537320
Changlang,Arunachal Pradesh,Other,1992816018
Lohit,Arunachal Pradesh,"MostlyDeciduousForest->Grassland,Scrub,orShrub",216322.9247
Lohit,Arunachal Pradesh,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",19056048.19
Lohit,Arunachal Pradesh,MostlyNeedleleaf/EvergreenForest->MostlyCropland,3030531.075
Lohit,Arunachal Pradesh,NoChange,2236424874
Lohit,Arunachal Pradesh,Other,1373256249
Lower Dibang Valley,Arunachal Pradesh,MostlyNeedleleaf/EvergreenForest->Barearea,759710.2666
Lower Dibang Valley,Arunachal Pradesh,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",23871281.35
Lower Dibang Valley,Arunachal Pradesh,MostlyNeedleleaf/EvergreenForest->MostlyCropland,15001699.53
Lower Dibang Valley,Arunachal Pradesh,NoChange,2568437190
Lower Dibang Valley,Arunachal Pradesh,Other,2217357668
Anjaw,Arunachal Pradesh,"Grassland,Scrub,orShrub->MostlyNeedleleaf/EvergreenForest",108522.3694
Anjaw,Arunachal Pradesh,NoChange,2442963805
Anjaw,Arunachal Pradesh,Other,5496380506
East Siang,Arunachal Pradesh,"MostlyDeciduousForest->Grassland,Scrub,orShrub",108443.4604
East Siang,Arunachal Pradesh,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",50260561.67
East Siang,Arunachal Pradesh,MostlyNeedleleaf/EvergreenForest->MostlyCropland,27768817.74
East Siang,Arunachal Pradesh,NoChange,1663090766
East Siang,Arunachal Pradesh,Other,499832378.6
Shi Yomi,Arunachal Pradesh,"MostlyDeciduousForest->Grassland,Scrub,orShrub",436381.2367
Shi Yomi,Arunachal Pradesh,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",4473443.836
Shi Yomi,Arunachal Pradesh,MostlyNeedleleaf/EvergreenForest->MostlyCropland,982157.3445
Shi Yomi,Arunachal Pradesh,NoChange,1045019626
Shi Yomi,Arunachal Pradesh,Other,2391433619
Dibang Valley,Arunachal Pradesh,"MostlyNeedleleaf/EvergreenForest->Grassland,Scrub,orShrub",1745897.036
Dibang Valley,Arunachal Pradesh,MostlyNeedleleaf/EvergreenForest->MostlyCropland,327361.5165
Dibang Valley,Arunachal Pradesh,NoChange,4116679417
Dibang Valley,Arunachal Pradesh,Other,8234123873
Upper Siang,Arunachal Pradesh,NoChange,3901258338
Upper Siang,Arunachal Pradesh,Other,4921448376
